colony_id,x,y,frame,position,replicate
4,341.96666666666664,306.05555555555554,38,pos0,replicate1
10,688.3974358974359,312.85897435897436,41,pos0,replicate1
23,510.5,338.0,46,pos0,replicate1
27,260.7761194029851,392.7761194029851,47,pos0,replicate1
40,155.36607142857142,317.91964285714283,52,pos0,replicate1
150,107.30434782608695,254.54347826086956,74,pos0,replicate1
154,129.90666666666667,240.09333333333333,75,pos0,replicate1
162,382.3114754098361,530.5737704918033,76,pos0,replicate1
308,102.92592592592592,368.1111111111111,107,pos0,replicate1
476,725.950495049505,226.6138613861386,136,pos0,replicate1
958,349.63917525773195,278.6185567010309,214,pos0,replicate1
1016,200.24324324324328,299.5405405405405,27,pos2,replicate1
1043,203.8135593220339,229.57627118644064,44,pos2,replicate1
1049,165.09677419354838,305.2903225806452,45,pos2,replicate1
1086,555.4444444444445,401.4603174603174,51,pos2,replicate1
1089,731.5,322.5,52,pos2,replicate1
1105,288.73333333333335,402.76666666666665,53,pos2,replicate1
1113,485.904109589041,300.32876712328766,54,pos2,replicate1
1121,171.46456692913387,180.93700787401573,55,pos2,replicate1
1137,222.44615384615383,237.1692307692308,56,pos2,replicate1
1143,687.8571428571429,397.0571428571429,56,pos2,replicate1
1170,477.9821428571428,299.04464285714283,60,pos2,replicate1
1184,129.59756097560975,347.1036585365854,61,pos2,replicate1
1188,284.2324561403509,446.28508771929825,61,pos2,replicate1
1212,562.9431818181819,448.6193181818182,63,pos2,replicate1
1322,463.22222222222223,569.063492063492,74,pos2,replicate1
1361,122.793893129771,185.4732824427481,82,pos2,replicate1
1526,736.225,253.4,107,pos2,replicate1
1823,26.348484848484848,212.87878787878788,147,pos2,replicate1
1882,381.93220338983053,288.728813559322,154,pos2,replicate1
2102,473.9344262295082,303.2950819672131,175,pos2,replicate1
2207,689.2870370370371,203.45833333333337,187,pos2,replicate1
2299,351.9130434782609,184.0,196,pos2,replicate1
2555,549.6984126984127,294.57142857142856,53,pos3,replicate1
2561,77.01194029850747,313.8089552238806,56,pos3,replicate1
2571,535.5147928994082,299.6390532544379,60,pos3,replicate1
2620,160.61157024793388,392.107438016529,73,pos3,replicate1
2672,301.4339622641509,334.8867924528302,85,pos3,replicate1
2679,709.1290322580645,188.04301075268816,86,pos3,replicate1
2750,740.109375,221.1875,98,pos3,replicate1
2817,641.6315789473684,360.2368421052632,107,pos3,replicate1
2917,607.4035087719299,335.94736842105266,120,pos3,replicate1
2972,368.0,373.55555555555554,129,pos3,replicate1
3002,737.0,157.5,133,pos3,replicate1
3207,17.114583333333332,340.9479166666667,155,pos3,replicate1
3221,27.83529411764706,292.3529411764706,157,pos3,replicate1
3326,21.23357664233577,275.4051094890511,166,pos3,replicate1
3859,666.5,275.0,44,pos6,replicate1
3860,34.0,292.93589743589746,44,pos6,replicate1
3870,591.0277777777778,373.75,45,pos6,replicate1
3873,28.63529411764706,324.44117647058823,47,pos6,replicate1
3909,646.7953795379537,282.013201320132,52,pos6,replicate1
3978,253.45454545454547,224.32467532467533,58,pos6,replicate1
4031,535.3703703703703,252.5,62,pos6,replicate1
4046,737.6524390243902,313.0975609756098,63,pos6,replicate1
4058,502.4658385093168,204.30434782608697,64,pos6,replicate1
4108,178.30357142857142,493.67857142857144,67,pos6,replicate1
4249,566.0504201680673,419.8571428571428,78,pos6,replicate1
4305,17.464285714285715,476.0,83,pos6,replicate1
4365,630.7655172413793,546.351724137931,88,pos6,replicate1
4447,654.8305084745763,226.0677966101695,97,pos6,replicate1
4649,519.6375,576.5666666666667,117,pos6,replicate1
5371,590.9767441860465,153.02325581395348,210,pos6,replicate1
5448,723.5,195.5,33,pos7,replicate1
5522,234.9142857142857,375.75714285714287,55,pos7,replicate1
5543,710.0105263157894,294.7368421052632,59,pos7,replicate1
5572,351.3658536585366,416.4146341463415,63,pos7,replicate1
5574,357.6666666666667,449.57894736842104,63,pos7,replicate1
5597,328.55,285.825,67,pos7,replicate1
5645,292.6630434782609,540.4021739130435,74,pos7,replicate1
5655,369.1470588235294,368.8235294117647,76,pos7,replicate1
5797,319.5,278.5,96,pos7,replicate1
6513,11.542372881355933,325.4406779661017,45,pos8,replicate1
6524,640.0253164556962,296.3544303797468,52,pos8,replicate1
6541,585.9664429530201,272.66442953020135,56,pos8,replicate1
6565,388.42857142857144,405.04761904761904,60,pos8,replicate1
6568,271.6578947368421,377.5921052631579,61,pos8,replicate1
6588,64.3015873015873,294.57142857142856,64,pos8,replicate1
6610,112.9090909090909,254.0606060606061,67,pos8,replicate1
6641,349.9338521400778,302.6536964980545,70,pos8,replicate1
6702,439.9130434782609,402.0,77,pos8,replicate1
