strain,replicate,metric,intensity
svs002-svp005,rep1,median_mcherry,19576.0
svs002-svp005,rep1,median_mcherry,39026.0
svs002-svp005,rep1,median_mcherry,122016.0
svs002-svp005,rep1,median_mcherry,43844.0
svs002-svp005,rep1,median_mcherry,30785.0
svs002-svp005,rep1,median_mcherry,38713.0
svs002-svp005,rep1,median_mcherry,32833.0
svs002-svp005,rep1,median_mcherry,1388.0
svs002-svp005,rep1,median_mcherry,1467.0
svs002-svp005,rep1,median_mcherry,95615.0
svs002-svp005,rep1,median_mcherry,39421.0
svs002-svp005,rep1,median_mcherry,2932.0
svs002-svp005,rep1,median_mcherry,54359.0
svs002-svp005,rep1,median_mcherry,31463.0
svs002-svp005,rep1,median_mcherry,1498.0
svs002-svp005,rep1,median_mcherry,21762.0
svs002-svp005,rep1,median_mcherry,57352.0
svs002-svp005,rep1,median_mcherry,53420.0
svs002-svp005,rep1,median_mcherry,16316.0
svs002-svp005,rep1,median_mcherry,18364.0
svs002-svp005,rep1,median_mcherry,1583.0
svs002-svp005,rep1,median_mcherry,920.0
svs002-svp005,rep1,median_mcherry,101704.0
svs002-svp005,rep1,median_mcherry,149677.0
svs002-svp005,rep1,median_mcherry,35841.0
svs002-svp005,rep1,median_mcherry,69005.0
svs002-svp005,rep1,median_mcherry,12385.0
svs002-svp005,rep1,median_mcherry,24571.0
svs002-svp005,rep1,median_mcherry,57522.0
svs002-svp005,rep1,median_mcherry,23961.0
svs002-svp005,rep1,median_mcherry,46913.0
svs002-svp005,rep1,median_mcherry,1173.0
svs002-svp005,rep1,median_mcherry,1669.0
svs002-svp005,rep1,median_mcherry,34051.0
svs002-svp005,rep1,median_mcherry,49824.0
svs002-svp005,rep1,median_mcherry,50444.0
svs002-svp005,rep1,median_mcherry,37684.0
svs002-svp005,rep1,median_mcherry,12049.0
svs002-svp005,rep1,median_mcherry,20760.0
svs002-svp005,rep1,median_mcherry,36657.0
svs002-svp005,rep1,median_mcherry,21052.0
svs002-svp005,rep1,median_mcherry,46531.0
svs002-svp005,rep1,median_mcherry,24531.0
svs002-svp005,rep1,median_mcherry,33412.0
svs002-svp005,rep1,median_mcherry,39888.0
svs002-svp005,rep1,median_mcherry,58757.0
svs002-svp005,rep1,median_mcherry,90992.0
svs002-svp005,rep1,median_mcherry,11752.0
svs002-svp005,rep1,median_mcherry,26028.0
svs002-svp005,rep1,median_mcherry,1324.0
svs002-svp005,rep1,median_mcherry,126236.0
svs002-svp005,rep1,median_mcherry,74621.0
svs002-svp005,rep1,median_mcherry,24002.0
svs002-svp005,rep1,median_mcherry,110133.0
svs002-svp005,rep1,median_mcherry,27293.0
svs002-svp005,rep1,median_mcherry,26417.0
svs002-svp005,rep1,median_mcherry,43539.0
svs002-svp005,rep1,median_mcherry,16327.0
svs002-svp005,rep1,median_mcherry,20000.0
svs002-svp005,rep1,median_mcherry,28717.0
svs002-svp005,rep1,median_mcherry,1042.0
svs002-svp005,rep1,median_mcherry,1516.0
svs002-svp005,rep1,median_mcherry,9661.0
svs002-svp005,rep1,median_mcherry,117213.0
svs002-svp005,rep1,median_mcherry,70537.0
svs002-svp005,rep1,median_mcherry,35080.0
svs002-svp005,rep1,median_mcherry,17064.0
svs002-svp005,rep1,median_mcherry,28126.0
svs002-svp005,rep1,median_mcherry,56598.0
svs002-svp005,rep1,median_mcherry,31849.0
svs002-svp005,rep1,median_mcherry,95864.0
svs002-svp005,rep1,median_mcherry,97472.0
svs002-svp005,rep1,median_mcherry,24776.0
svs002-svp005,rep1,median_mcherry,19148.0
svs002-svp005,rep1,median_mcherry,24632.0
svs002-svp005,rep1,median_mcherry,69082.0
svs002-svp005,rep1,median_mcherry,25012.0
svs002-svp005,rep1,median_mcherry,108316.0
svs002-svp005,rep1,median_mcherry,27999.0
svs002-svp005,rep1,median_mcherry,78237.0
svs002-svp005,rep1,median_mcherry,11076.0
svs002-svp005,rep1,median_mcherry,53512.0
svs002-svp005,rep1,median_mcherry,102421.0
svs002-svp005,rep1,median_mcherry,38820.0
svs002-svp005,rep1,median_mcherry,39137.0
svs002-svp005,rep1,median_mcherry,52133.0
svs002-svp005,rep1,median_mcherry,33749.0
svs002-svp005,rep1,median_mcherry,1540.0
svs002-svp005,rep1,median_mcherry,1521.0
svs002-svp005,rep1,median_mcherry,12109.0
svs002-svp005,rep1,median_mcherry,21741.0
svs002-svp005,rep1,median_mcherry,1073.0
svs002-svp005,rep1,median_mcherry,42393.0
svs002-svp005,rep1,median_mcherry,44526.0
svs002-svp005,rep1,median_mcherry,25612.0
svs002-svp005,rep1,median_mcherry,91871.0
svs002-svp005,rep1,median_mcherry,736.0
svs002-svp005,rep1,median_mcherry,39529.0
svs002-svp005,rep1,median_mcherry,37308.0
svs002-svp005,rep1,median_mcherry,43050.0
svs002-svp005,rep1,median_mcherry,50857.0
svs002-svp005,rep1,median_mcherry,122260.0
svs002-svp005,rep1,median_mcherry,730.0
svs002-svp005,rep1,median_mcherry,47857.0
svs002-svp005,rep1,median_mcherry,789.0
svs002-svp005,rep1,median_mcherry,31960.0
svs002-svp005,rep1,median_mcherry,41313.0
svs002-svp005,rep1,median_mcherry,32540.0
svs002-svp005,rep1,median_mcherry,51992.0
svs002-svp005,rep1,median_mcherry,11568.0
svs002-svp005,rep1,median_mcherry,992.0
svs002-svp005,rep1,median_mcherry,1237.0
svs002-svp005,rep1,median_mcherry,23400.0
svs002-svp005,rep1,median_mcherry,55600.0
svs002-svp005,rep1,median_mcherry,26691.0
svs002-svp005,rep1,median_mcherry,1229.0
svs002-svp005,rep1,median_mcherry,25989.0
svs002-svp005,rep1,median_mcherry,29767.0
svs002-svp005,rep1,median_mcherry,54481.0
svs002-svp005,rep1,median_mcherry,27940.0
svs002-svp005,rep1,median_mcherry,1065.0
svs002-svp005,rep1,median_mcherry,36083.0
svs002-svp005,rep1,median_mcherry,42839.0
svs002-svp005,rep1,median_mcherry,67443.0
svs002-svp005,rep1,median_mcherry,42901.0
svs002-svp005,rep1,median_mcherry,37501.0
svs002-svp005,rep1,median_mcherry,1074.0
svs002-svp005,rep1,median_mcherry,28080.0
svs002-svp005,rep1,median_mcherry,37805.0
svs002-svp005,rep1,median_mcherry,1012.0
svs002-svp005,rep1,median_mcherry,999.0
svs002-svp005,rep1,median_mcherry,56645.0
svs002-svp005,rep1,median_mcherry,1763.0
svs002-svp005,rep1,median_mcherry,2765.0
svs002-svp005,rep1,median_mcherry,42828.0
svs002-svp005,rep1,median_mcherry,41249.0
svs002-svp005,rep1,median_mcherry,56190.0
svs002-svp005,rep1,median_mcherry,38223.0
svs002-svp005,rep1,median_mcherry,655.0
svs002-svp005,rep1,median_mcherry,67469.0
svs002-svp005,rep1,median_mcherry,19065.0
svs002-svp005,rep1,median_mcherry,21543.0
svs002-svp005,rep1,median_mcherry,1011.0
svs002-svp005,rep1,median_mcherry,1145.0
svs002-svp005,rep1,median_mcherry,17140.0
svs002-svp005,rep1,median_mcherry,33733.0
svs002-svp005,rep1,median_mcherry,9582.0
svs002-svp005,rep1,median_mcherry,31401.0
svs002-svp005,rep1,median_mcherry,1372.0
svs002-svp005,rep1,median_mcherry,45646.0
svs002-svp005,rep1,median_mcherry,25897.0
svs002-svp005,rep1,median_mcherry,108978.0
svs002-svp005,rep1,median_mcherry,1100.0
svs002-svp005,rep1,median_mcherry,1576.0
svs002-svp005,rep1,median_mcherry,76776.0
svs002-svp005,rep1,median_mcherry,72992.0
svs002-svp005,rep1,median_mcherry,111305.0
svs002-svp005,rep1,median_mcherry,36915.0
svs002-svp005,rep1,median_mcherry,42784.0
svs002-svp005,rep1,median_mcherry,88156.0
svs002-svp005,rep1,median_mcherry,20569.0
svs002-svp005,rep1,median_mcherry,98897.0
svs002-svp005,rep1,median_mcherry,26048.0
svs002-svp005,rep1,median_mcherry,1204.0
svs002-svp005,rep1,median_mcherry,51207.0
svs002-svp005,rep1,median_mcherry,1693.0
svs002-svp005,rep1,median_mcherry,63696.0
svs002-svp005,rep1,median_mcherry,664.0
svs002-svp005,rep1,median_mcherry,120592.0
svs002-svp005,rep1,median_mcherry,14465.0
svs002-svp005,rep1,median_mcherry,4260.0
svs002-svp005,rep1,median_mcherry,106769.0
svs002-svp005,rep1,median_mcherry,39432.0
svs002-svp005,rep1,median_mcherry,27196.0
svs002-svp005,rep1,median_mcherry,42005.0
svs002-svp005,rep1,median_mcherry,50776.0
svs002-svp005,rep1,median_mcherry,116839.0
svs002-svp005,rep1,median_mcherry,113945.0
svs002-svp005,rep1,median_mcherry,35441.0
svs002-svp005,rep1,median_mcherry,39743.0
svs002-svp005,rep1,median_mcherry,968.0
svs002-svp005,rep1,median_mcherry,107077.0
svs002-svp005,rep1,median_mcherry,121764.0
svs002-svp005,rep1,median_mcherry,184874.0
svs002-svp005,rep1,median_mcherry,15376.0
svs002-svp005,rep1,median_mcherry,699.0
svs002-svp005,rep1,median_mcherry,26844.0
svs002-svp005,rep1,median_mcherry,103796.0
svs002-svp005,rep1,median_mcherry,67248.0
svs002-svp005,rep1,median_mcherry,22617.0
svs002-svp005,rep1,median_mcherry,11648.0
svs002-svp005,rep1,median_mcherry,31924.0
svs002-svp005,rep1,median_mcherry,16884.0
svs002-svp005,rep1,median_mcherry,37428.0
svs002-svp005,rep1,median_mcherry,19816.0
svs002-svp005,rep1,median_mcherry,23281.0
svs002-svp005,rep1,median_mcherry,132977.0
svs002-svp005,rep1,median_mcherry,854.0
svs002-svp005,rep1,median_mcherry,50882.0
svs002-svp005,rep1,median_mcherry,17984.0
svs002-svp005,rep1,median_mcherry,66309.0
svs002-svp005,rep1,median_mcherry,1453.0
svs002-svp005,rep1,median_mcherry,37860.0
svs002-svp005,rep1,median_mcherry,23305.0
svs002-svp005,rep1,median_mcherry,873.0
svs002-svp005,rep1,median_mcherry,25876.0
svs002-svp005,rep1,median_mcherry,63194.0
svs002-svp005,rep1,median_mcherry,41661.0
svs002-svp005,rep1,median_mcherry,16225.0
svs002-svp005,rep1,median_mcherry,877.0
svs002-svp005,rep1,median_mcherry,1009.0
svs002-svp005,rep1,median_mcherry,1319.0
svs002-svp005,rep1,median_mcherry,23328.0
svs002-svp005,rep1,median_mcherry,17527.0
svs002-svp005,rep1,median_mcherry,41653.0
svs002-svp005,rep1,median_mcherry,45158.0
svs002-svp005,rep1,median_mcherry,17753.0
svs002-svp005,rep1,median_mcherry,39420.0
svs002-svp005,rep1,median_mcherry,13068.0
svs002-svp005,rep1,median_mcherry,37780.0
svs002-svp005,rep1,median_mcherry,48452.0
svs002-svp005,rep1,median_mcherry,51884.0
svs002-svp005,rep1,median_mcherry,17479.0
svs002-svp005,rep1,median_mcherry,51393.0
svs002-svp005,rep1,median_mcherry,42743.0
svs002-svp005,rep1,median_mcherry,30409.0
svs002-svp005,rep1,median_mcherry,124729.0
svs002-svp005,rep1,median_mcherry,1203.0
svs002-svp005,rep1,median_mcherry,29896.0
svs002-svp005,rep1,median_mcherry,38272.0
svs002-svp005,rep1,median_mcherry,40485.0
svs002-svp005,rep1,median_mcherry,133761.0
svs002-svp005,rep1,median_mcherry,45660.0
svs002-svp005,rep1,median_mcherry,61012.0
svs002-svp005,rep1,median_mcherry,43301.0
svs002-svp005,rep1,median_mcherry,35456.0
svs002-svp005,rep1,median_mcherry,1156.0
svs002-svp005,rep1,median_mcherry,20297.0
svs002-svp005,rep1,median_mcherry,26366.0
svs002-svp005,rep1,median_mcherry,1184.0
svs002-svp005,rep1,median_mcherry,52138.0
svs002-svp005,rep1,median_mcherry,1005.0
svs002-svp005,rep1,median_mcherry,33841.0
svs002-svp005,rep1,median_mcherry,63608.0
svs002-svp005,rep1,median_mcherry,130377.0
svs002-svp005,rep1,median_mcherry,103849.0
svs002-svp005,rep1,median_mcherry,26316.0
svs002-svp005,rep1,median_mcherry,98896.0
svs002-svp005,rep1,median_mcherry,35927.0
svs002-svp005,rep1,median_mcherry,45243.0
svs002-svp005,rep1,median_mcherry,1398.0
svs002-svp005,rep1,median_mcherry,17721.0
svs002-svp005,rep1,median_mcherry,52366.0
svs002-svp005,rep1,median_mcherry,23910.0
svs002-svp005,rep1,median_mcherry,115673.0
svs002-svp005,rep1,median_mcherry,92104.0
svs002-svp005,rep1,median_mcherry,32014.0
svs002-svp005,rep1,median_mcherry,49826.0
svs002-svp005,rep1,median_mcherry,56996.0
svs002-svp005,rep1,median_mcherry,12120.0
svs002-svp005,rep1,median_mcherry,23115.0
svs002-svp005,rep1,median_mcherry,730.0
svs002-svp005,rep1,median_mcherry,33549.0
svs002-svp005,rep1,median_mcherry,36849.0
svs002-svp005,rep1,median_mcherry,1433.0
svs002-svp005,rep1,median_mcherry,27991.0
svs002-svp005,rep1,median_mcherry,28741.0
svs002-svp005,rep1,median_mcherry,9307.0
svs002-svp005,rep1,median_mcherry,92409.0
svs002-svp005,rep1,median_mcherry,27153.0
svs002-svp005,rep1,median_mcherry,74912.0
svs002-svp005,rep1,median_mcherry,52596.0
svs002-svp005,rep1,median_mcherry,39008.0
svs002-svp005,rep1,median_mcherry,35324.0
svs002-svp005,rep1,median_mcherry,1092.0
svs002-svp005,rep1,median_mcherry,40708.0
svs002-svp005,rep1,median_mcherry,34006.0
svs002-svp005,rep1,median_mcherry,1265.0
svs002-svp005,rep1,median_mcherry,3392.0
svs002-svp005,rep1,median_mcherry,13469.0
svs002-svp005,rep1,median_mcherry,97528.0
svs002-svp005,rep1,median_mcherry,1403.0
svs002-svp005,rep1,median_mcherry,1399.0
svs002-svp005,rep1,median_mcherry,44081.0
svs002-svp005,rep1,median_mcherry,1164.0
svs002-svp005,rep1,median_mcherry,54427.0
svs002-svp005,rep1,median_mcherry,1248.0
svs002-svp005,rep1,median_mcherry,45725.0
svs002-svp005,rep1,median_mcherry,43984.0
svs002-svp005,rep1,median_mcherry,856.0
svs002-svp005,rep1,median_mcherry,1428.0
svs002-svp005,rep1,median_mcherry,32025.0
svs002-svp005,rep1,median_mcherry,72576.0
svs002-svp005,rep1,median_mcherry,42220.0
svs002-svp005,rep1,median_mcherry,1050.0
svs002-svp005,rep1,median_mcherry,23072.0
svs002-svp005,rep1,median_mcherry,1196.0
svs002-svp005,rep1,median_mcherry,9674.0
svs002-svp005,rep1,median_mcherry,40448.0
svs002-svp005,rep1,median_mcherry,61773.0
svs002-svp005,rep1,median_mcherry,1081.0
svs002-svp005,rep1,median_mcherry,1145.0
svs002-svp005,rep1,median_mcherry,729.0
svs002-svp005,rep1,median_mcherry,28333.0
svs002-svp005,rep1,median_mcherry,1188.0
svs002-svp005,rep1,median_mcherry,19461.0
svs002-svp005,rep1,median_mcherry,36997.0
svs002-svp005,rep1,median_mcherry,46620.0
svs002-svp005,rep1,median_mcherry,103053.0
svs002-svp005,rep1,median_mcherry,23561.0
svs002-svp005,rep1,median_mcherry,1168.0
svs002-svp005,rep1,median_mcherry,11998.0
svs002-svp005,rep1,median_mcherry,41625.0
svs002-svp005,rep1,median_mcherry,33401.0
svs002-svp005,rep1,median_mcherry,12699.0
svs002-svp005,rep1,median_mcherry,30423.0
svs002-svp005,rep1,median_mcherry,100082.0
svs002-svp005,rep1,median_mcherry,14573.0
svs002-svp005,rep1,median_mcherry,28545.0
svs002-svp005,rep1,median_mcherry,20825.0
svs002-svp005,rep1,median_mcherry,27025.0
svs002-svp005,rep1,median_mcherry,13463.0
svs002-svp005,rep1,median_mcherry,7705.0
svs002-svp005,rep1,median_mcherry,46221.0
svs002-svp005,rep1,median_mcherry,694.0
svs002-svp005,rep1,median_mcherry,27892.0
svs002-svp005,rep1,median_mcherry,40530.0
svs002-svp005,rep1,median_mcherry,32356.0
svs002-svp005,rep1,median_mcherry,40388.0
svs002-svp005,rep1,median_mcherry,93459.0
svs002-svp005,rep1,median_mcherry,1228.0
svs002-svp005,rep1,median_mcherry,15377.0
svs002-svp005,rep1,median_mcherry,1705.0
svs002-svp005,rep1,median_mcherry,85032.0
svs002-svp005,rep1,median_mcherry,88889.0
svs002-svp005,rep1,median_mcherry,21205.0
svs002-svp005,rep1,median_mcherry,51504.0
svs002-svp005,rep1,median_mcherry,20731.0
svs002-svp005,rep1,median_mcherry,48977.0
svs002-svp005,rep1,median_mcherry,18948.0
svs002-svp005,rep1,median_mcherry,21820.0
svs002-svp005,rep1,median_mcherry,36144.0
svs002-svp005,rep1,median_mcherry,30320.0
svs002-svp005,rep1,median_mcherry,1518.0
svs002-svp005,rep1,median_mcherry,1185.0
svs002-svp005,rep1,median_mcherry,33552.0
svs002-svp005,rep1,median_mcherry,1020.0
svs002-svp005,rep1,median_mcherry,665.0
svs002-svp005,rep1,median_mcherry,42213.0
svs002-svp005,rep1,median_mcherry,1100.0
svs002-svp005,rep1,median_mcherry,34249.0
svs002-svp005,rep1,median_mcherry,2681.0
svs002-svp005,rep1,median_mcherry,709.0
svs002-svp005,rep1,median_mcherry,10562.0
svs002-svp005,rep1,median_mcherry,35294.0
svs002-svp005,rep1,median_mcherry,47061.0
svs002-svp005,rep1,median_mcherry,1501.0
svs002-svp005,rep1,median_mcherry,22656.0
svs002-svp005,rep1,median_mcherry,12060.0
svs002-svp005,rep1,median_mcherry,29337.0
svs002-svp005,rep1,median_mcherry,104054.0
svs002-svp005,rep1,median_mcherry,25014.0
svs002-svp005,rep1,median_mcherry,40028.0
svs002-svp005,rep1,median_mcherry,724.0
svs002-svp005,rep1,median_mcherry,51304.0
svs002-svp005,rep1,median_mcherry,22225.0
svs002-svp005,rep1,median_mcherry,44210.0
svs002-svp005,rep1,median_mcherry,19319.0
svs002-svp005,rep1,median_mcherry,38113.0
svs002-svp005,rep1,median_mcherry,27308.0
svs002-svp005,rep1,median_mcherry,107584.0
svs002-svp005,rep1,median_mcherry,14301.0
svs002-svp005,rep1,median_mcherry,120953.0
svs002-svp005,rep1,median_mcherry,41641.0
svs002-svp005,rep1,median_mcherry,8385.0
svs002-svp005,rep1,median_mcherry,33116.0
svs002-svp005,rep1,median_mcherry,59323.0
svs002-svp005,rep1,median_mcherry,93656.0
svs002-svp005,rep1,median_mcherry,99865.0
svs002-svp005,rep1,median_mcherry,140165.0
svs002-svp005,rep1,median_mcherry,34421.0
svs002-svp005,rep1,median_mcherry,11472.0
svs002-svp005,rep1,median_mcherry,818.0
svs002-svp005,rep1,median_mcherry,1074.0
svs002-svp005,rep1,median_mcherry,29652.0
svs002-svp005,rep1,median_mcherry,33217.0
svs002-svp005,rep1,median_mcherry,38977.0
svs002-svp005,rep1,median_mcherry,1033.0
svs002-svp005,rep1,median_mcherry,1072.0
svs002-svp005,rep1,median_mcherry,43080.0
svs002-svp005,rep1,median_mcherry,16642.0
svs002-svp005,rep1,median_mcherry,109904.0
svs002-svp005,rep1,median_mcherry,23053.0
svs002-svp005,rep1,median_mcherry,13305.0
svs002-svp005,rep1,median_mcherry,37587.0
svs002-svp005,rep1,median_mcherry,12405.0
svs002-svp005,rep1,median_mcherry,17554.0
svs002-svp005,rep1,median_mcherry,28713.0
svs002-svp005,rep1,median_mcherry,44123.0
svs002-svp005,rep1,median_mcherry,18233.0
svs002-svp005,rep1,median_mcherry,14008.0
svs002-svp005,rep1,median_mcherry,128348.0
svs002-svp005,rep1,median_mcherry,36780.0
svs002-svp005,rep1,median_mcherry,29359.0
svs002-svp005,rep1,median_mcherry,26308.0
svs002-svp005,rep1,median_mcherry,32802.0
svs002-svp005,rep1,median_mcherry,31032.0
svs002-svp005,rep1,median_mcherry,132112.0
svs002-svp005,rep1,median_mcherry,1056.0
svs002-svp005,rep1,median_mcherry,2251.0
svs002-svp005,rep1,median_mcherry,94121.0
svs002-svp005,rep1,median_mcherry,46964.0
svs002-svp005,rep1,median_mcherry,1113.0
svs002-svp005,rep1,median_mcherry,33645.0
svs002-svp005,rep1,median_mcherry,24727.0
svs002-svp005,rep1,median_mcherry,37629.0
svs002-svp005,rep1,median_mcherry,109996.0
svs002-svp005,rep1,median_mcherry,140946.0
svs002-svp005,rep1,median_mcherry,67684.0
svs002-svp005,rep1,median_mcherry,44804.0
svs002-svp005,rep1,median_mcherry,7604.0
svs002-svp005,rep1,median_mcherry,32497.0
svs002-svp005,rep1,median_mcherry,33417.0
svs002-svp005,rep1,median_mcherry,1185.0
svs002-svp005,rep1,median_mcherry,1740.0
svs002-svp005,rep1,median_mcherry,1520.0
svs002-svp005,rep1,median_mcherry,1231.0
svs002-svp005,rep1,median_mcherry,39620.0
svs002-svp005,rep1,median_mcherry,13180.0
svs002-svp005,rep1,median_mcherry,55916.0
svs002-svp005,rep1,median_mcherry,42760.0
svs002-svp005,rep1,median_mcherry,25574.0
svs002-svp005,rep1,median_mcherry,40749.0
svs002-svp005,rep1,median_mcherry,120273.0
svs002-svp005,rep1,median_mcherry,61313.0
svs002-svp005,rep1,median_mcherry,33836.0
svs002-svp005,rep1,median_mcherry,46642.0
svs002-svp005,rep1,median_mcherry,17433.0
svs002-svp005,rep1,median_mcherry,23295.0
svs002-svp005,rep1,median_mcherry,104737.0
svs002-svp005,rep1,median_mcherry,1608.0
svs002-svp005,rep1,median_mcherry,29969.0
svs002-svp005,rep1,median_mcherry,11004.0
svs002-svp005,rep1,median_mcherry,1732.0
svs002-svp005,rep1,median_mcherry,37521.0
svs002-svp005,rep1,median_mcherry,22596.0
svs002-svp005,rep1,median_mcherry,107684.0
svs002-svp005,rep1,median_mcherry,10114.0
svs002-svp005,rep1,median_mcherry,33824.0
svs002-svp005,rep1,median_mcherry,28505.0
svs002-svp005,rep1,median_mcherry,990.0
svs002-svp005,rep1,median_mcherry,34488.0
svs002-svp005,rep1,median_mcherry,21589.0
svs002-svp005,rep1,median_mcherry,1284.0
svs002-svp005,rep1,median_mcherry,1529.0
svs002-svp005,rep1,median_mcherry,74013.0
svs002-svp005,rep1,median_mcherry,153465.0
svs002-svp005,rep1,median_mcherry,22346.0
svs002-svp005,rep1,median_mcherry,656.0
svs002-svp005,rep1,median_mcherry,37314.0
svs002-svp005,rep1,median_mcherry,15281.0
svs002-svp005,rep1,median_mcherry,37713.0
svs002-svp005,rep1,median_mcherry,17664.0
svs002-svp005,rep1,median_mcherry,1676.0
svs002-svp005,rep1,median_mcherry,994.0
svs002-svp005,rep1,median_mcherry,40104.0
svs002-svp005,rep1,median_mcherry,732.0
svs002-svp005,rep1,median_mcherry,15172.0
svs002-svp005,rep1,median_mcherry,891.0
svs002-svp005,rep1,median_mcherry,9081.0
svs002-svp005,rep1,median_mcherry,58073.0
svs002-svp005,rep1,median_mcherry,18948.0
svs002-svp005,rep1,median_mcherry,19805.0
svs002-svp005,rep1,median_mcherry,954.0
svs002-svp005,rep1,median_mcherry,25715.0
svs002-svp005,rep1,median_mcherry,41360.0
svs002-svp005,rep1,median_mcherry,42520.0
svs002-svp005,rep1,median_mcherry,78081.0
svs002-svp005,rep1,median_mcherry,8853.0
svs002-svp005,rep1,median_mcherry,429.0
svs002-svp005,rep1,median_mcherry,30870.0
svs002-svp005,rep1,median_mcherry,47536.0
svs002-svp005,rep1,median_mcherry,88220.0
svs002-svp005,rep1,median_mcherry,1713.0
svs002-svp005,rep1,median_mcherry,117592.0
svs002-svp005,rep1,median_mcherry,55821.0
svs002-svp005,rep1,median_mcherry,36242.0
svs002-svp005,rep1,median_mcherry,23387.0
svs002-svp005,rep1,median_mcherry,109911.0
svs002-svp005,rep1,median_mcherry,38878.0
svs002-svp005,rep1,median_mcherry,626.0
svs002-svp005,rep1,median_mcherry,2080.0
svs002-svp005,rep1,median_mcherry,11724.0
svs002-svp005,rep1,median_mcherry,16073.0
svs002-svp005,rep1,median_mcherry,10534.0
svs002-svp005,rep1,median_mcherry,21392.0
svs002-svp005,rep1,median_mcherry,1244.0
svs002-svp005,rep1,median_mcherry,15379.0
svs002-svp005,rep1,median_mcherry,28566.0
svs002-svp005,rep1,median_mcherry,1940.0
svs002-svp005,rep1,median_mcherry,57983.0
svs002-svp005,rep1,median_mcherry,38305.0
svs002-svp005,rep1,median_mcherry,19693.0
svs002-svp005,rep1,median_mcherry,46841.0
svs002-svp005,rep1,median_mcherry,30477.0
svs002-svp005,rep1,median_mcherry,1733.0
svs002-svp005,rep1,median_mcherry,84568.0
svs002-svp005,rep1,median_mcherry,1688.0
