colony_id,x,y,frame,position,replicate,hours,x_um,y_um,y_bin,x_bin,regrowth
0,,,,pos26,replicate1,,,,,,no
0,,,,pos25,replicate1,,,,,,no
0,,,,pos27,replicate1,,,,,,no
0,,,,pos28,replicate1,,,,,,no
0,,,,pos29,replicate1,,,,,,no
0,,,,pos30,replicate1,,,,,,no
0,,,,pos31,replicate1,,,,,,no
0,,,,pos32,replicate1,,,,,,no
0,,,,pos33,replicate1,,,,,,no
0,,,,pos34,replicate1,,,,,,no
