colony_id,x,y,frame,position,replicate
2986,679.5172413793103,465.8793103448275,76,pos13,replicate1
3001,271.6222222222222,126.94444444444444,78,pos13,replicate1
3011,263.53333333333336,181.53333333333333,80,pos13,replicate1
3654,14.028301886792454,314.14150943396226,21,pos14,replicate1
3655,525.7443181818181,246.42613636363637,22,pos14,replicate1
3656,639.4054054054054,279.7567567567568,23,pos14,replicate1
3659,679.8484848484849,258.6757575757576,24,pos14,replicate1
3661,114.76041666666669,10.3125,25,pos14,replicate1
3666,684.7659574468086,172.82978723404256,26,pos14,replicate1
3675,54.25806451612903,214.56989247311827,28,pos14,replicate1
3678,744.697247706422,342.72477064220186,28,pos14,replicate1
3679,181.23622047244095,158.3464566929134,29,pos14,replicate1
3682,12.371794871794872,209.69230769230768,29,pos14,replicate1
3683,557.4655172413793,248.67241379310343,29,pos14,replicate1
3687,520.5961538461538,143.96794871794873,30,pos14,replicate1
3688,110.8609865470852,169.77578475336324,30,pos14,replicate1
3690,342.6930693069307,216.32673267326732,31,pos14,replicate1
3704,181.8046875,191.50390625,34,pos14,replicate1
3707,655.0681818181819,387.79545454545456,34,pos14,replicate1
3733,670.6034482758621,340.3965517241379,37,pos14,replicate1
3737,326.1897233201581,169.23715415019765,38,pos14,replicate1
3740,216.3015873015873,221.87301587301587,38,pos14,replicate1
3747,200.8106060606061,192.4090909090909,39,pos14,replicate1
3750,384.47222222222223,267.9166666666667,39,pos14,replicate1
3790,401.8571428571428,75.31972789115646,45,pos14,replicate1
3794,249.63333333333333,374.01666666666665,45,pos14,replicate1
3812,618.9117647058823,132.5,48,pos14,replicate1
3820,413.8944099378882,20.67080745341615,49,pos14,replicate1
3826,38.14634146341464,419.780487804878,49,pos14,replicate1
3829,489.5,249.8846153846154,50,pos14,replicate1
3840,442.0,279.0357142857143,51,pos14,replicate1
3849,426.0617283950617,50.81481481481482,52,pos14,replicate1
3886,516.2857142857143,112.78571428571428,55,pos14,replicate1
3901,635.2830188679245,441.20754716981133,56,pos14,replicate1
4582,742.8068181818181,198.3068181818182,9,pos15,replicate1
4584,378.56140350877195,172.4561403508772,24,pos15,replicate1
4589,542.8039215686274,186.86274509803923,29,pos15,replicate1
4595,56.763636363636365,177.34545454545454,31,pos15,replicate1
4597,410.4383561643835,89.01369863013699,32,pos15,replicate1
4598,96.04225352112675,152.69014084507043,32,pos15,replicate1
4599,136.14864864864865,186.0540540540541,32,pos15,replicate1
4600,538.2539682539683,295.37301587301585,32,pos15,replicate1
4602,539.2567567567568,192.0,34,pos15,replicate1
4604,583.5,290.9,34,pos15,replicate1
4619,538.9018404907976,40.50306748466258,38,pos15,replicate1
4622,655.8510638297872,243.93617021276592,38,pos15,replicate1
4630,206.04615384615383,181.15384615384616,40,pos15,replicate1
4636,503.031746031746,169.44444444444446,42,pos15,replicate1
4641,402.79545454545456,65.38636363636364,43,pos15,replicate1
4643,272.35483870967744,369.4838709677419,43,pos15,replicate1
4650,606.0869565217391,144.0,46,pos15,replicate1
4653,736.6969696969697,300.0,47,pos15,replicate1
4661,9.813333333333333,401.0133333333333,50,pos15,replicate1
4694,257.029702970297,136.79207920792078,59,pos15,replicate1
4746,652.7164179104477,449.14925373134326,72,pos15,replicate1
5276,730.457627118644,224.5593220338983,26,pos16,replicate1
5287,5.849462365591398,235.04301075268816,30,pos16,replicate1
5290,186.0408163265306,263.2857142857143,31,pos16,replicate1
5293,214.36559139784947,328.61290322580646,31,pos16,replicate1
5303,347.5,186.28571428571428,34,pos16,replicate1
5304,64.7457627118644,215.2542372881356,34,pos16,replicate1
5316,542.4491525423729,257.4491525423729,37,pos16,replicate1
5318,352.7692307692308,185.07692307692307,38,pos16,replicate1
5324,673.3150684931506,201.013698630137,39,pos16,replicate1
5332,467.0657894736842,214.27631578947367,40,pos16,replicate1
5333,162.67045454545453,236.32954545454547,40,pos16,replicate1
5340,272.1578947368421,205.52631578947367,42,pos16,replicate1
5373,192.592,189.736,49,pos16,replicate1
5390,133.42105263157896,159.80701754385964,52,pos16,replicate1
5405,126.75510204081633,137.60204081632654,55,pos16,replicate1
5434,408.2643979057591,161.3455497382199,61,pos16,replicate1
5486,5.368421052631579,131.5,70,pos16,replicate1
6259,17.646341463414632,115.3109756097561,24,pos17,replicate1
6261,53.0377358490566,211.6981132075472,26,pos17,replicate1
6265,334.09558823529414,152.53676470588235,29,pos17,replicate1
6267,351.8296296296296,206.93333333333337,29,pos17,replicate1
6272,638.6545454545454,107.23636363636363,31,pos17,replicate1
6273,723.936170212766,132.0212765957447,31,pos17,replicate1
6274,416.9264705882353,212.14705882352945,31,pos17,replicate1
6278,150.02173913043478,272.80434782608694,32,pos17,replicate1
6281,695.5094339622641,318.07547169811323,32,pos17,replicate1
6282,109.8125,261.5625,33,pos17,replicate1
6284,426.2595419847328,299.7519083969466,33,pos17,replicate1
6287,571.3015873015873,237.44444444444449,34,pos17,replicate1
6301,437.9873417721519,55.87341772151899,37,pos17,replicate1
6304,640.5925925925926,302.8888888888889,37,pos17,replicate1
6312,25.78688524590164,293.0655737704918,38,pos17,replicate1
6315,557.3834586466165,126.593984962406,39,pos17,replicate1
6322,483.82608695652175,104.47826086956522,40,pos17,replicate1
6333,275.8509803921569,202.47058823529412,41,pos17,replicate1
6341,265.5652173913044,414.2608695652174,41,pos17,replicate1
6344,644.4081632653061,258.5612244897959,42,pos17,replicate1
6348,405.6514285714286,147.06857142857143,43,pos17,replicate1
6357,651.7015706806283,214.1884816753927,44,pos17,replicate1
6365,556.4666666666667,185.53333333333333,45,pos17,replicate1
6375,328.8235294117647,315.6470588235294,46,pos17,replicate1
6422,674.8076923076923,304.59615384615387,52,pos17,replicate1
6448,709.8426966292135,217.85393258426967,55,pos17,replicate1
6470,503.4918032786885,199.31147540983608,59,pos17,replicate1
7285,239.5,20.5,164,pos17,replicate1
7344,132.50375939849624,193.2330827067669,25,pos19,replicate1
7347,650.9555555555555,196.7111111111111,26,pos19,replicate1
7352,620.25,76.61666666666666,30,pos19,replicate1
7353,96.37414965986396,225.06802721088437,31,pos19,replicate1
7360,67.10204081632654,90.79591836734694,33,pos19,replicate1
7361,252.84821428571428,173.27678571428572,33,pos19,replicate1
7364,244.78823529411764,211.21176470588236,34,pos19,replicate1
7369,100.57055214723928,164.8159509202454,36,pos19,replicate1
7389,125.86693548387096,338.65725806451616,41,pos19,replicate1
7406,727.1,253.35,45,pos19,replicate1
7411,523.5,219.88636363636363,46,pos19,replicate1
7413,734.4146341463414,352.8536585365854,46,pos19,replicate1
7505,479.18840579710144,255.82608695652175,63,pos19,replicate1
7554,737.3673469387755,246.1428571428571,69,pos19,replicate1
7562,480.4918032786885,297.57377049180326,70,pos19,replicate1
7945,404.74285714285713,81.97142857142858,110,pos19,replicate1
