colony_id,x,y,frame,position,replicate,hours,x_um,y_um,x_bin,y_bin
335,77.41071428571429,427.1517857142857,38,pos4,rep1,3.1666666666666665,5.031696428571429,27.764866071428575,"(5.0, 10.0]","(25.0, 30.0]"
336,472.7407407407408,393.4074074074074,40,pos4,rep1,3.333333333333333,30.728148148148154,25.57148148148148,"(30.0, 35.0]","(25.0, 30.0]"
337,741.8529411764706,232.9264705882353,41,pos4,rep1,3.4166666666666665,48.220441176470594,15.140220588235294,"(45.0, 50.0]","(15.0, 20.0]"
338,17.153846153846153,301.87692307692305,41,pos4,rep1,3.4166666666666665,1.115,19.622,"(-0.001, 5.0]","(15.0, 20.0]"
341,510.0754716981132,359.50943396226415,43,pos4,rep1,3.583333333333333,33.15490566037736,23.36811320754717,"(30.0, 35.0]","(20.0, 25.0]"
344,91.40449438202248,242.2247191011236,45,pos4,rep1,3.75,5.941292134831461,15.744606741573035,"(5.0, 10.0]","(15.0, 20.0]"
347,82.74358974358974,348.6923076923077,45,pos4,rep1,3.75,5.378333333333333,22.665,"(5.0, 10.0]","(20.0, 25.0]"
350,195.7846889952153,432.244019138756,45,pos4,rep1,3.75,12.726004784688996,28.095861244019144,"(10.0, 15.0]","(25.0, 30.0]"
355,736.8387096774194,339.8225806451613,47,pos4,rep1,3.9166666666666665,47.89451612903226,22.088467741935485,"(45.0, 50.0]","(20.0, 25.0]"
357,321.56,413.54,47,pos4,rep1,3.9166666666666665,20.901400000000002,26.880100000000002,"(20.0, 25.0]","(25.0, 30.0]"
368,165.85416666666666,337.8541666666667,51,pos4,rep1,4.25,10.780520833333332,21.960520833333334,"(10.0, 15.0]","(20.0, 25.0]"
376,557.4285714285714,204.57142857142856,52,pos4,rep1,4.333333333333333,36.23285714285714,13.297142857142857,"(35.0, 40.0]","(10.0, 15.0]"
378,9.015873015873016,467.6666666666667,52,pos4,rep1,4.333333333333333,0.586031746031746,30.398333333333337,"(-0.001, 5.0]","(30.0, 35.0]"
382,26.54601226993865,242.44171779141104,53,pos4,rep1,4.416666666666666,1.7254907975460123,15.758711656441719,"(-0.001, 5.0]","(15.0, 20.0]"
386,603.1555555555556,340.93333333333334,53,pos4,rep1,4.416666666666666,39.205111111111115,22.160666666666668,"(35.0, 40.0]","(20.0, 25.0]"
387,446.7142857142857,343.1047619047619,53,pos4,rep1,4.416666666666666,29.036428571428573,22.301809523809524,"(25.0, 30.0]","(20.0, 25.0]"
396,26.063636363636363,366.96363636363634,55,pos4,rep1,4.583333333333333,1.6941363636363636,23.852636363636364,"(-0.001, 5.0]","(20.0, 25.0]"
407,699.6938775510204,267.0612244897959,57,pos4,rep1,4.75,45.48010204081633,17.358979591836736,"(45.0, 50.0]","(15.0, 20.0]"
412,213.22222222222223,303.06349206349205,58,pos4,rep1,4.833333333333333,13.859444444444446,19.699126984126984,"(10.0, 15.0]","(15.0, 20.0]"
414,446.3006993006993,287.3286713286713,59,pos4,rep1,4.916666666666666,29.009545454545457,18.676363636363636,"(25.0, 30.0]","(15.0, 20.0]"
415,419.6029411764706,297.94117647058823,59,pos4,rep1,4.916666666666666,27.27419117647059,19.366176470588236,"(25.0, 30.0]","(15.0, 20.0]"
427,607.615763546798,391.1773399014778,61,pos4,rep1,5.083333333333333,39.49502463054187,25.426527093596057,"(35.0, 40.0]","(25.0, 30.0]"
442,679.4807692307693,151.15384615384616,65,pos4,rep1,5.416666666666666,44.166250000000005,9.825000000000001,"(40.0, 45.0]","(5.0, 10.0]"
450,48.02857142857143,165.62857142857143,67,pos4,rep1,5.583333333333333,3.1218571428571433,10.765857142857143,"(-0.001, 5.0]","(10.0, 15.0]"
457,577.4814814814815,310.14814814814815,69,pos4,rep1,5.75,37.5362962962963,20.15962962962963,"(35.0, 40.0]","(20.0, 25.0]"
484,107.35064935064936,143.95454545454547,77,pos4,rep1,6.416666666666666,6.977792207792209,9.357045454545455,"(5.0, 10.0]","(5.0, 10.0]"
530,635.0,301.0,40,pos5,rep1,3.333333333333333,41.275,19.565,"(40.0, 45.0]","(15.0, 20.0]"
531,415.2941176470589,111.3529411764706,41,pos5,rep1,3.4166666666666665,26.99411764705883,7.2379411764705885,"(25.0, 30.0]","(5.0, 10.0]"
536,15.045454545454543,292.9318181818182,48,pos5,rep1,4.0,0.9779545454545453,19.040568181818184,"(-0.001, 5.0]","(15.0, 20.0]"
538,300.35766423357666,317.5985401459854,48,pos5,rep1,4.0,19.523248175182484,20.64390510948905,"(15.0, 20.0]","(20.0, 25.0]"
540,64.16042780748663,233.5133689839572,50,pos5,rep1,4.166666666666666,4.1704278074866306,15.178368983957219,"(-0.001, 5.0]","(15.0, 20.0]"
544,67.46774193548387,265.35483870967744,52,pos5,rep1,4.333333333333333,4.385403225806452,17.248064516129034,"(-0.001, 5.0]","(15.0, 20.0]"
545,125.93023255813954,342.4418604651163,52,pos5,rep1,4.333333333333333,8.18546511627907,22.25872093023256,"(5.0, 10.0]","(20.0, 25.0]"
551,165.625,505.20454545454544,54,pos5,rep1,4.5,10.765625,32.83829545454545,"(10.0, 15.0]","(30.0, 35.0]"
562,115.02564102564102,267.5897435897436,60,pos5,rep1,5.0,7.476666666666667,17.393333333333334,"(5.0, 10.0]","(15.0, 20.0]"
563,695.5686274509804,319.98039215686276,60,pos5,rep1,5.0,45.21196078431373,20.79872549019608,"(45.0, 50.0]","(20.0, 25.0]"
565,600.5,421.9583333333333,60,pos5,rep1,5.0,39.0325,27.427291666666665,"(35.0, 40.0]","(25.0, 30.0]"
570,192.59574468085103,288.1489361702128,62,pos5,rep1,5.166666666666666,12.518723404255317,18.729680851063833,"(10.0, 15.0]","(15.0, 20.0]"
571,76.4054054054054,382.4864864864865,62,pos5,rep1,5.166666666666666,4.966351351351351,24.861621621621623,"(-0.001, 5.0]","(20.0, 25.0]"
573,726.8867924528302,380.5849056603774,63,pos5,rep1,5.25,47.24764150943396,24.73801886792453,"(45.0, 50.0]","(20.0, 25.0]"
576,25.655172413793103,192.86206896551724,64,pos5,rep1,5.333333333333333,1.6675862068965517,12.536034482758621,"(-0.001, 5.0]","(10.0, 15.0]"
592,290.81,258.62,67,pos5,rep1,5.583333333333333,18.90265,16.8103,"(15.0, 20.0]","(15.0, 20.0]"
596,384.780487804878,379.4878048780488,68,pos5,rep1,5.666666666666666,25.01073170731707,24.666707317073172,"(25.0, 30.0]","(20.0, 25.0]"
607,268.39285714285717,241.17857142857144,72,pos5,rep1,6.0,17.445535714285718,15.676607142857144,"(15.0, 20.0]","(15.0, 20.0]"
642,732.448275862069,264.5287356321839,96,pos5,rep1,8.0,47.60913793103448,17.194367816091955,"(45.0, 50.0]","(15.0, 20.0]"
661,672.5428571428571,205.0857142857143,103,pos5,rep1,8.583333333333332,43.71528571428571,13.33057142857143,"(40.0, 45.0]","(10.0, 15.0]"
664,725.0408163265306,231.57142857142856,104,pos5,rep1,8.666666666666666,47.12765306122449,15.052142857142856,"(45.0, 50.0]","(15.0, 20.0]"
667,308.8333333333333,321.6111111111111,105,pos5,rep1,8.75,20.074166666666667,20.904722222222222,"(20.0, 25.0]","(20.0, 25.0]"
690,729.3870967741935,279.0,39,pos6,rep1,3.25,47.410161290322584,18.135,"(45.0, 50.0]","(15.0, 20.0]"
692,740.2112676056338,311.6619718309859,40,pos6,rep1,3.333333333333333,48.113732394366195,20.258028169014086,"(45.0, 50.0]","(20.0, 25.0]"
693,223.04545454545453,383.9318181818182,42,pos6,rep1,3.5,14.497954545454546,24.955568181818183,"(10.0, 15.0]","(20.0, 25.0]"
697,53.15555555555556,394.93333333333334,44,pos6,rep1,3.6666666666666665,3.4551111111111115,25.67066666666667,"(-0.001, 5.0]","(25.0, 30.0]"
699,250.32894736842104,455.85526315789474,44,pos6,rep1,3.6666666666666665,16.27138157894737,29.63059210526316,"(15.0, 20.0]","(25.0, 30.0]"
700,741.3703703703703,251.679012345679,45,pos6,rep1,3.75,48.18907407407407,16.359135802469137,"(45.0, 50.0]","(15.0, 20.0]"
701,453.3758389261745,380.2281879194631,45,pos6,rep1,3.75,29.469429530201342,24.714832214765103,"(25.0, 30.0]","(20.0, 25.0]"
703,550.3162393162393,420.84615384615387,45,pos6,rep1,3.75,35.77055555555555,27.355000000000004,"(35.0, 40.0]","(25.0, 30.0]"
704,640.7096774193549,288.7096774193548,48,pos6,rep1,4.0,41.64612903225807,18.766129032258064,"(40.0, 45.0]","(15.0, 20.0]"
707,610.1538461538462,208.21153846153845,50,pos6,rep1,4.166666666666666,39.660000000000004,13.53375,"(35.0, 40.0]","(10.0, 15.0]"
709,462.42391304347825,383.39130434782606,50,pos6,rep1,4.166666666666666,30.057554347826088,24.920434782608694,"(30.0, 35.0]","(20.0, 25.0]"
722,281.08088235294116,531.4558823529412,51,pos6,rep1,4.25,18.270257352941176,34.54463235294118,"(15.0, 20.0]","(30.0, 35.0]"
723,19.0,239.6216216216216,52,pos6,rep1,4.333333333333333,1.235,15.575405405405405,"(-0.001, 5.0]","(15.0, 20.0]"
724,86.89208633093526,298.76258992805754,52,pos6,rep1,4.333333333333333,5.647985611510792,19.41956834532374,"(5.0, 10.0]","(15.0, 20.0]"
725,333.04285714285714,340.2214285714286,52,pos6,rep1,4.333333333333333,21.647785714285714,22.11439285714286,"(20.0, 25.0]","(20.0, 25.0]"
729,216.4969939879759,85.04609218436873,53,pos6,rep1,4.416666666666666,14.072304609218435,5.527995991983968,"(10.0, 15.0]","(5.0, 10.0]"
730,217.55102040816325,279.3265306122449,53,pos6,rep1,4.416666666666666,14.140816326530611,18.156224489795918,"(10.0, 15.0]","(15.0, 20.0]"
731,23.326923076923077,312.2019230769231,53,pos6,rep1,4.416666666666666,1.51625,20.293125000000003,"(-0.001, 5.0]","(20.0, 25.0]"
732,56.421052631578945,335.3333333333333,53,pos6,rep1,4.416666666666666,3.6673684210526316,21.796666666666667,"(-0.001, 5.0]","(20.0, 25.0]"
737,41.504621072088725,116.75415896487984,54,pos6,rep1,4.5,2.6978003696857673,7.5890203327171895,"(-0.001, 5.0]","(5.0, 10.0]"
738,143.72413793103448,293.7241379310345,54,pos6,rep1,4.5,9.34206896551724,19.092068965517242,"(5.0, 10.0]","(15.0, 20.0]"
743,205.11627906976744,378.8837209302326,55,pos6,rep1,4.583333333333333,13.332558139534884,24.62744186046512,"(10.0, 15.0]","(20.0, 25.0]"
747,409.1910828025478,315.9299363057325,57,pos6,rep1,4.75,26.597420382165605,20.535445859872613,"(25.0, 30.0]","(20.0, 25.0]"
756,507.6666666666667,453.72549019607845,58,pos6,rep1,4.833333333333333,32.998333333333335,29.4921568627451,"(30.0, 35.0]","(25.0, 30.0]"
766,530.3018867924528,349.08490566037733,60,pos6,rep1,5.0,34.46962264150943,22.690518867924528,"(30.0, 35.0]","(20.0, 25.0]"
780,222.05384615384617,360.9,62,pos6,rep1,5.166666666666666,14.4335,23.4585,"(10.0, 15.0]","(20.0, 25.0]"
786,492.0833333333333,291.52777777777777,63,pos6,rep1,5.25,31.985416666666666,18.949305555555554,"(30.0, 35.0]","(15.0, 20.0]"
789,199.74603174603175,422.6984126984127,63,pos6,rep1,5.25,12.983492063492063,27.475396825396828,"(10.0, 15.0]","(25.0, 30.0]"
793,743.6875,134.95,64,pos6,rep1,5.333333333333333,48.339687500000004,8.771749999999999,"(45.0, 50.0]","(5.0, 10.0]"
800,68.66666666666667,218.94736842105263,65,pos6,rep1,5.416666666666666,4.463333333333334,14.23157894736842,"(-0.001, 5.0]","(10.0, 15.0]"
805,712.6190476190476,166.1904761904762,66,pos6,rep1,5.5,46.320238095238096,10.802380952380954,"(45.0, 50.0]","(10.0, 15.0]"
822,608.9777777777778,120.13333333333334,69,pos6,rep1,5.75,39.583555555555556,7.808666666666667,"(35.0, 40.0]","(5.0, 10.0]"
831,401.6117647058824,185.05882352941177,70,pos6,rep1,5.833333333333333,26.10476470588236,12.028823529411765,"(25.0, 30.0]","(10.0, 15.0]"
832,422.72549019607845,244.19607843137257,70,pos6,rep1,5.833333333333333,27.4771568627451,15.872745098039218,"(25.0, 30.0]","(15.0, 20.0]"
843,720.0869565217391,162.33333333333334,72,pos6,rep1,6.0,46.805652173913046,10.551666666666668,"(45.0, 50.0]","(10.0, 15.0]"
844,680.1273885350319,180.21019108280257,72,pos6,rep1,6.0,44.20828025477707,11.713662420382168,"(40.0, 45.0]","(10.0, 15.0]"
881,594.3409090909091,156.97727272727272,78,pos6,rep1,6.5,38.63215909090909,10.203522727272727,"(35.0, 40.0]","(10.0, 15.0]"
892,539.7021276595744,56.8936170212766,80,pos6,rep1,6.666666666666666,35.08063829787234,3.698085106382979,"(35.0, 40.0]","(-0.001, 5.0]"
893,518.2990196078431,264.9656862745098,80,pos6,rep1,6.666666666666666,33.6894362745098,17.222769607843137,"(30.0, 35.0]","(15.0, 20.0]"
922,412.0935251798561,413.2805755395683,94,pos6,rep1,7.833333333333333,26.78607913669065,26.86323741007194,"(25.0, 30.0]","(25.0, 30.0]"
938,11.590909090909092,432.57954545454544,103,pos6,rep1,8.583333333333332,0.753409090909091,28.117670454545454,"(-0.001, 5.0]","(25.0, 30.0]"
954,426.1304347826087,231.1086956521739,116,pos6,rep1,9.666666666666666,27.698478260869567,15.022065217391305,"(25.0, 30.0]","(15.0, 20.0]"
963,306.93939393939394,234.77272727272728,42,pos7,rep1,3.5,19.951060606060608,15.260227272727274,"(15.0, 20.0]","(15.0, 20.0]"
964,538.0,256.1917808219178,43,pos7,rep1,3.583333333333333,34.97,16.652465753424657,"(30.0, 35.0]","(15.0, 20.0]"
966,4.767857142857143,247.0,49,pos7,rep1,4.083333333333333,0.3099107142857143,16.055,"(-0.001, 5.0]","(15.0, 20.0]"
967,614.9767441860465,264.9767441860465,50,pos7,rep1,4.166666666666666,39.97348837209302,17.223488372093023,"(35.0, 40.0]","(15.0, 20.0]"
971,591.5,377.5,53,pos7,rep1,4.416666666666666,38.4475,24.5375,"(35.0, 40.0]","(20.0, 25.0]"
973,626.9318181818181,434.95454545454544,54,pos7,rep1,4.5,40.75056818181818,28.272045454545456,"(40.0, 45.0]","(25.0, 30.0]"
974,663.375,440.225,55,pos7,rep1,4.583333333333333,43.119375,28.614625000000004,"(40.0, 45.0]","(25.0, 30.0]"
975,30.333333333333332,250.08695652173913,56,pos7,rep1,4.666666666666666,1.9716666666666667,16.255652173913045,"(-0.001, 5.0]","(15.0, 20.0]"
977,598.4285714285714,149.0408163265306,57,pos7,rep1,4.75,38.89785714285715,9.68765306122449,"(35.0, 40.0]","(5.0, 10.0]"
978,691.1285714285714,163.14285714285714,57,pos7,rep1,4.75,44.92335714285714,10.604285714285714,"(40.0, 45.0]","(10.0, 15.0]"
1000,623.5172413793103,411.9827586206897,66,pos7,rep1,5.5,40.52862068965518,26.77887931034483,"(40.0, 45.0]","(25.0, 30.0]"
1005,157.1290322580645,235.48387096774192,68,pos7,rep1,5.666666666666666,10.213387096774193,15.306451612903226,"(10.0, 15.0]","(15.0, 20.0]"
1029,728.9558823529412,311.0,76,pos7,rep1,6.333333333333333,47.382132352941184,20.215,"(45.0, 50.0]","(20.0, 25.0]"
1048,20.74324324324324,104.0,84,pos7,rep1,7.0,1.3483108108108106,6.76,"(-0.001, 5.0]","(5.0, 10.0]"
1051,375.0821917808219,231.0,86,pos7,rep1,7.166666666666666,24.380342465753426,15.015,"(20.0, 25.0]","(15.0, 20.0]"
1064,457.1666666666667,237.78205128205127,93,pos7,rep1,7.75,29.715833333333336,15.455833333333333,"(25.0, 30.0]","(15.0, 20.0]"
1082,16.88235294117647,361.0,40,pos8,rep1,3.333333333333333,1.0973529411764706,23.465,"(-0.001, 5.0]","(20.0, 25.0]"
1083,523.8,416.41,40,pos8,rep1,3.333333333333333,34.047,27.066650000000003,"(30.0, 35.0]","(25.0, 30.0]"
1085,463.2295081967213,330.1311475409836,41,pos8,rep1,3.4166666666666665,30.109918032786886,21.458524590163933,"(30.0, 35.0]","(20.0, 25.0]"
1093,466.44827586206895,392.67241379310343,43,pos8,rep1,3.583333333333333,30.319137931034483,25.523706896551722,"(30.0, 35.0]","(25.0, 30.0]"
1095,654.5,281.0,44,pos8,rep1,3.6666666666666665,42.542500000000004,18.265,"(40.0, 45.0]","(15.0, 20.0]"
1096,63.608695652173914,328.5217391304348,44,pos8,rep1,3.6666666666666665,4.134565217391304,21.353913043478265,"(-0.001, 5.0]","(20.0, 25.0]"
1099,505.457627118644,244.5593220338983,45,pos8,rep1,3.75,32.85474576271186,15.89635593220339,"(30.0, 35.0]","(15.0, 20.0]"
1100,498.0869565217391,268.0,45,pos8,rep1,3.75,32.375652173913046,17.42,"(30.0, 35.0]","(15.0, 20.0]"
1101,122.64444444444445,274.7111111111111,45,pos8,rep1,3.75,7.9718888888888895,17.85622222222222,"(5.0, 10.0]","(15.0, 20.0]"
1105,143.5,433.5,45,pos8,rep1,3.75,9.3275,28.177500000000002,"(5.0, 10.0]","(25.0, 30.0]"
1107,608.9411764705883,269.05882352941177,46,pos8,rep1,3.833333333333333,39.58117647058824,17.488823529411764,"(35.0, 40.0]","(15.0, 20.0]"
1109,488.1571428571429,304.87142857142857,46,pos8,rep1,3.833333333333333,31.73021428571429,19.816642857142856,"(30.0, 35.0]","(15.0, 20.0]"
1120,135.80425531914895,515.5234042553192,47,pos8,rep1,3.9166666666666665,8.827276595744681,33.509021276595746,"(5.0, 10.0]","(30.0, 35.0]"
1121,137.71794871794873,216.28205128205127,48,pos8,rep1,4.0,8.951666666666668,14.058333333333334,"(5.0, 10.0]","(10.0, 15.0]"
1125,30.161290322580644,408.93548387096774,48,pos8,rep1,4.0,1.960483870967742,26.580806451612904,"(-0.001, 5.0]","(25.0, 30.0]"
1129,741.2272727272727,361.6060606060606,49,pos8,rep1,4.083333333333333,48.17977272727273,23.504393939393943,"(45.0, 50.0]","(20.0, 25.0]"
1133,294.741935483871,392.0967741935484,49,pos8,rep1,4.083333333333333,19.158225806451615,25.486290322580647,"(15.0, 20.0]","(25.0, 30.0]"
1134,725.5681818181819,406.0530303030303,49,pos8,rep1,4.083333333333333,47.16193181818182,26.39344696969697,"(45.0, 50.0]","(25.0, 30.0]"
1138,704.4561403508771,353.1929824561403,50,pos8,rep1,4.166666666666666,45.78964912280701,22.95754385964912,"(45.0, 50.0]","(20.0, 25.0]"
1143,195.92,238.98,51,pos8,rep1,4.25,12.7348,15.5337,"(10.0, 15.0]","(15.0, 20.0]"
1151,369.0430107526882,487.23655913978496,51,pos8,rep1,4.25,23.98779569892473,31.670376344086023,"(20.0, 25.0]","(30.0, 35.0]"
1169,418.4329896907216,353.2371134020619,53,pos8,rep1,4.416666666666666,27.198144329896905,22.960412371134023,"(25.0, 30.0]","(20.0, 25.0]"
1172,347.7177914110429,411.44785276073617,53,pos8,rep1,4.416666666666666,22.60165644171779,26.74411042944785,"(20.0, 25.0]","(25.0, 30.0]"
1180,655.6833333333333,211.075,54,pos8,rep1,4.5,42.619416666666666,13.719875,"(40.0, 45.0]","(10.0, 15.0]"
1191,41.75,488.25,54,pos8,rep1,4.5,2.71375,31.736250000000002,"(-0.001, 5.0]","(30.0, 35.0]"
1206,726.6666666666666,214.83333333333337,56,pos8,rep1,4.666666666666666,47.233333333333334,13.964166666666669,"(45.0, 50.0]","(10.0, 15.0]"
1220,679.2978723404256,468.8936170212766,57,pos8,rep1,4.75,44.154361702127666,30.47808510638298,"(40.0, 45.0]","(30.0, 35.0]"
1227,505.84375,218.33333333333337,58,pos8,rep1,4.833333333333333,32.87984375,14.19166666666667,"(30.0, 35.0]","(10.0, 15.0]"
1240,694.3220338983051,228.5084745762712,59,pos8,rep1,4.916666666666666,45.13093220338983,14.853050847457629,"(45.0, 50.0]","(10.0, 15.0]"
1246,4.9787234042553195,528.8723404255319,59,pos8,rep1,4.916666666666666,0.32361702127659575,34.37670212765958,"(-0.001, 5.0]","(30.0, 35.0]"
1271,414.8313253012048,250.25301204819277,63,pos8,rep1,5.25,26.964036144578312,16.266445783132532,"(25.0, 30.0]","(15.0, 20.0]"
1272,372.5483870967742,344.5806451612903,63,pos8,rep1,5.25,24.215645161290325,22.39774193548387,"(20.0, 25.0]","(20.0, 25.0]"
1291,617.6111111111111,521.1666666666666,67,pos8,rep1,5.583333333333333,40.14472222222222,33.87583333333333,"(40.0, 45.0]","(30.0, 35.0]"
1331,324.2,360.775,83,pos8,rep1,6.916666666666666,21.073,23.450375,"(20.0, 25.0]","(20.0, 25.0]"
1341,311.44444444444446,328.0,87,pos8,rep1,7.25,20.24388888888889,21.32,"(20.0, 25.0]","(20.0, 25.0]"
1388,5.32,219.45333333333335,156,pos8,rep1,13.0,0.34580000000000005,14.264466666666667,"(-0.001, 5.0]","(10.0, 15.0]"
1439,14.011363636363637,156.89772727272728,236,pos8,rep1,19.666666666666664,0.9107386363636364,10.198352272727274,"(-0.001, 5.0]","(10.0, 15.0]"
1441,16.443298969072163,210.88659793814432,237,pos8,rep1,19.75,1.0688144329896907,13.707628865979382,"(-0.001, 5.0]","(10.0, 15.0]"
1476,569.7118644067797,303.66101694915255,37,pos9,rep1,3.083333333333333,37.031271186440684,19.737966101694916,"(35.0, 40.0]","(15.0, 20.0]"
1477,596.9569892473119,5.67741935483871,40,pos9,rep1,3.333333333333333,38.80220430107527,0.36903225806451617,"(35.0, 40.0]","(-0.001, 5.0]"
