colony_id,x,y,frame,position,replicate
11,705.5135135135135,467.5135135135135,21,pos18,replicate2
15,733.9358974358975,306.0,23,pos18,replicate2
32,744.5945945945946,411.5,25,pos18,replicate2
41,706.8235294117648,239.23529411764707,26,pos18,replicate2
43,671.1904761904761,390.0634920634921,26,pos18,replicate2
84,17.622222222222224,307.64444444444445,31,pos18,replicate2
88,70.08035714285714,470.25,31,pos18,replicate2
111,616.3913043478261,230.4782608695652,33,pos18,replicate2
135,448.1136363636364,409.5,35,pos18,replicate2
146,15.276470588235297,151.18235294117648,36,pos18,replicate2
147,591.2222222222222,191.06349206349208,36,pos18,replicate2
192,364.5681818181818,113.29545454545456,39,pos18,replicate2
216,496.77906976744185,294.63953488372096,40,pos18,replicate2
229,442.0,588.0,40,pos18,replicate2
234,221.08955223880596,184.91044776119404,41,pos18,replicate2
245,152.11627906976744,186.88372093023256,42,pos18,replicate2
246,100.54054054054056,211.0810810810811,42,pos18,replicate2
273,684.6176470588235,371.3235294117647,43,pos18,replicate2
284,437.08,164.5,44,pos18,replicate2
293,336.1111111111111,477.52222222222224,44,pos18,replicate2
321,414.0071942446043,380.80575539568343,46,pos18,replicate2
368,60.65384615384615,264.84615384615387,50,pos18,replicate2
381,112.72222222222224,154.98611111111111,51,pos18,replicate2
382,459.55445544554453,234.72277227722773,51,pos18,replicate2
417,388.1363636363636,313.93939393939394,54,pos18,replicate2
484,176.82608695652175,289.46086956521737,60,pos18,replicate2
565,404.6832298136646,319.5776397515528,72,pos18,replicate2
572,346.6756756756757,352.0,73,pos18,replicate2
578,216.0193548387097,134.3483870967742,75,pos18,replicate2
695,624.1923076923077,157.80769230769232,172,pos18,replicate2
711,739.3404255319149,194.0,19,pos19,replicate2
714,710.3582089552239,268.47014925373134,22,pos19,replicate2
715,9.0,186.9268292682927,23,pos19,replicate2
716,8.065573770491802,232.95081967213116,23,pos19,replicate2
717,661.0714285714286,306.9744897959184,23,pos19,replicate2
719,9.933333333333334,284.73333333333335,24,pos19,replicate2
720,10.306122448979592,373.9387755102041,24,pos19,replicate2
734,211.27142857142857,292.0571428571429,29,pos19,replicate2
740,84.325,254.7875,31,pos19,replicate2
