pos,y_bin_label,time_hours,mean_intensity,std_intensity,n_cells,y_min,y_max
pos18,Middle,1.1666666666666665,443.13018503395784,55.06684463480733,1383,241.64197530864195,479.8666666666667
pos18,Middle,1.25,428.94589099775754,53.50080270167706,1336,241.8,480.27027027027026
pos18,Middle,1.3333333333333333,423.2207760019209,52.922532975215645,1307,241.78048780487805,479.8
pos18,Middle,1.4166666666666665,421.0943286237768,51.78616078347146,1389,242.03703703703704,479.9714285714286
pos18,Middle,1.5,409.53119583362707,48.22708704157018,1352,241.72727272727272,480.15384615384613
pos18,Middle,1.5833333333333333,402.3944842242636,47.250746633199675,1337,241.77083333333337,480.06382978723406
pos18,Middle,1.6666666666666665,404.4698524374965,47.440213875968034,1360,242.0,479.65822784810126
pos18,Middle,1.75,392.10451731135294,44.653765911019256,1358,241.65714285714284,480.1333333333333
pos18,Middle,1.8333333333333333,386.59127541290434,43.28448211735834,1351,241.90666666666667,480.3015873015873
pos18,Middle,1.9166666666666665,379.0056197073068,41.176616555993576,1337,241.7234042553191,480.30232558139534
pos18,Middle,2.0,372.29223629186856,39.59007820126511,1338,242.0,480.2111111111111
pos18,Middle,2.083333333333333,367.06401834174244,38.20970082067071,1331,241.72413793103448,480.0833333333333
pos18,Middle,2.1666666666666665,361.00685477550644,37.099746610103146,1322,242.32075471698113,480.0392156862746
pos18,Middle,2.25,351.2163156959253,34.6445791413467,1331,241.7051282051282,480.0655737704918
pos18,Middle,2.333333333333333,347.387199612429,33.01508444572216,1333,241.6451612903226,479.5806451612903
pos18,Middle,2.4166666666666665,340.0448353517127,32.1224914279887,1172,242.0,479.7887323943662
pos18,Middle,2.5,336.2672519317297,30.484131033843237,1307,241.725,480.1458333333333
pos18,Middle,2.583333333333333,338.45832966632855,31.14149052070216,1282,241.65853658536585,480.24242424242425
pos18,Middle,2.6666666666666665,332.43535581302984,30.03290813470858,1306,241.7111111111111,480.0408163265306
pos18,Middle,2.75,328.2710850630696,29.16760903233522,1316,241.7887323943662,480.2528735632184
pos18,Middle,2.833333333333333,325.2645843662548,28.16938076478302,1329,242.1428571428571,480.1206896551725
pos18,Middle,2.9166666666666665,323.38224643519743,26.802690702018293,1309,241.91666666666663,480.2950819672131
pos18,Middle,3.0,319.2669692064536,25.735346403028515,1322,241.80769230769232,480.025
pos18,Middle,3.083333333333333,317.9522909922797,26.024646243288515,1334,242.0,480.05333333333334
pos18,Middle,3.1666666666666665,314.1104590435897,25.547319794064197,1331,241.91666666666663,479.9230769230769
pos18,Middle,3.25,310.57852407139154,24.69061915085989,1356,242.1,480.05
pos18,Middle,3.333333333333333,306.0039841084413,23.603128071254506,1361,241.66666666666663,479.9565217391304
pos18,Middle,3.4166666666666665,307.18487402575875,24.25594236312368,1366,241.64102564102564,479.925
pos18,Middle,3.5,304.34199354568415,23.13591470146178,1341,241.7,480.27906976744185
pos18,Middle,3.583333333333333,301.38097723419907,23.32144970555588,1335,241.77142857142857,480.14814814814815
pos18,Middle,3.6666666666666665,298.71241107955933,22.484506304667057,1330,242.1296296296296,479.80434782608694
pos18,Middle,3.75,295.85129329233206,21.955939093927554,1287,242.0597014925373,480.219512195122
pos18,Middle,3.833333333333333,292.7468924354577,21.07087071587524,1306,242.075,480.2888888888889
pos18,Middle,3.9166666666666665,288.9815692444949,20.985046763344744,1316,241.64,480.22222222222223
pos18,Middle,4.0,286.13928288785496,19.725872169394957,1314,241.67924528301887,480.3048780487805
pos18,Middle,4.083333333333333,284.8212574413977,19.680444148399044,1300,241.77272727272728,480.1470588235294
pos18,Middle,4.166666666666666,283.2177706575443,19.120674150655294,1287,241.74137931034485,480.0967741935484
pos18,Middle,4.25,279.17533816145215,18.74961324555835,1282,241.73626373626377,480.2878787878788
pos18,Middle,4.333333333333333,276.9889254970781,18.424086845747738,1282,241.7,479.90909090909093
pos18,Middle,4.416666666666666,275.3514279375784,18.279708632870538,1264,241.80645161290323,480.11764705882354
pos18,Middle,4.5,272.54197508977813,17.178981073497056,1273,242.0,480.2678571428572
pos18,Middle,4.583333333333333,270.52488392566664,16.275728032846303,1266,241.6949152542373,479.53125
pos18,Middle,4.666666666666666,267.7926927892582,15.660062551244629,1255,241.6929133858268,480.24691358024694
pos18,Middle,4.75,266.1936301103717,15.56664484068661,1263,241.78048780487805,480.2181818181818
pos18,Middle,4.833333333333333,264.76520391405154,15.90726254135548,1224,242.0,480.0967741935484
pos18,Middle,4.916666666666666,265.2415986483197,16.138151970440028,1248,242.30851063829783,480.17283950617286
pos18,Middle,5.0,263.8136877222425,15.609364223152042,1265,242.1,480.1829268292683
pos18,Middle,5.083333333333333,263.64935406492486,14.8058499952583,1269,241.94444444444449,480.27777777777777
pos18,Middle,5.166666666666666,263.6067340066796,14.976981330357464,1257,241.65384615384616,479.4516129032258
pos18,Middle,5.25,263.8482627710948,15.504897735285377,1241,241.66666666666663,480.03846153846155
pos18,Middle,5.333333333333333,261.73808934299853,14.994475422926238,1285,241.8780487804878,480.1095890410959
pos18,Middle,5.416666666666666,262.61200448945027,14.886953182734493,1236,241.7,479.8648648648648
pos18,Middle,5.5,261.5678814908857,14.854802272602067,1271,241.75862068965515,480.0869565217391
pos18,Middle,5.583333333333333,260.64589956854957,14.712026743867844,1295,242.0,480.29824561403507
pos18,Middle,5.666666666666666,259.79278699353125,14.272373337709453,1294,241.80392156862743,480.2173913043478
pos18,Middle,5.75,259.0156508241267,15.09893407125884,1301,241.66666666666663,480.1212121212121
pos18,Middle,5.833333333333333,257.66535713955636,14.434783820958495,1292,241.76470588235293,480.1224489795918
pos18,Middle,5.916666666666666,254.9507186591187,14.478279545055928,1308,242.2608695652174,479.94736842105266
pos18,Middle,6.0,253.53852909121534,13.807166407644383,1309,241.8235294117647,480.0857142857143
pos18,Middle,6.083333333333333,252.88160894081543,13.20900121452069,1302,241.6451612903226,480.2
pos18,Middle,6.166666666666666,251.84261272008698,13.380270672726004,1292,242.0,480.2105263157895
pos18,Middle,6.25,251.29966614921543,12.630347653803277,1286,241.73333333333332,479.55263157894734
pos18,Middle,6.333333333333333,250.56075853055913,12.79656776372429,1301,241.76923076923077,480.1923076923077
pos18,Middle,6.416666666666666,250.7288458388288,12.559629443782038,1285,241.74324324324328,480.1714285714286
pos18,Middle,6.5,250.87175454912364,12.51887227934222,1287,242.19354838709677,480.0
pos18,Middle,6.583333333333333,249.45698722169882,11.978627627757588,1283,241.67924528301887,480.1621621621622
pos18,Middle,6.666666666666666,249.6191366854014,12.103506870708948,1272,241.9375,480.2647058823529
pos18,Middle,6.75,249.384531558071,12.662971046391437,1263,242.0,479.9509803921569
pos18,Middle,6.833333333333333,248.93428019058368,12.708009438105663,1250,241.8490566037736,480.20454545454544
pos18,Middle,6.916666666666666,248.80986433820183,12.63889695348758,1251,241.94202898550725,480.1333333333333
pos18,Middle,7.0,248.38524224596077,12.314851274870522,1228,242.0,480.0978260869565
pos18,Middle,7.083333333333333,248.5753078668979,12.639838565527224,1222,241.65671641791045,480.2857142857143
pos18,Middle,7.166666666666666,248.1978008666968,11.686545454628382,1223,242.0,480.07272727272726
pos18,Middle,7.25,248.04087748275055,11.432448350529327,1249,241.625,480.25
pos18,Middle,7.333333333333333,247.99649898182815,11.985452774139643,1232,241.65625,480.05405405405406
pos18,Middle,7.416666666666666,248.46926269461738,11.937738952516778,1256,241.8571428571429,480.2916666666667
pos18,Middle,7.5,248.50512983701515,11.98744564042619,1266,241.6813186813187,480.0113636363636
pos18,Middle,7.583333333333333,248.66495494512674,12.1603617060375,1261,242.0,480.1428571428572
pos18,Middle,7.666666666666666,248.28648585664806,12.386712454318662,1273,241.74193548387095,480.0
pos18,Middle,7.75,248.51069516209628,12.079404215650412,1264,241.9322033898305,480.2368421052632
pos18,Middle,7.833333333333333,247.84588364984108,12.54130036671075,1246,242.59459459459455,479.9468085106383
pos18,Middle,7.916666666666666,246.69665567780677,12.325139324693568,1255,241.70967741935485,479.6034482758621
pos18,Middle,8.0,245.24866182291578,11.507643976796352,1279,241.71186440677965,480.2
pos18,Middle,8.083333333333332,245.33764200295929,11.72235042393938,1283,241.94444444444449,480.1111111111111
pos18,Middle,8.166666666666666,244.7949566952282,11.807108197580586,1266,241.8695652173913,479.8
pos18,Middle,8.25,244.2312400870249,11.858011918153545,1261,241.8688524590164,480.2558139534884
pos18,Middle,8.333333333333332,243.66012057854542,11.915210292997749,1256,242.0,480.30357142857144
pos18,Middle,8.416666666666666,243.2175824635659,11.999400466841294,1231,241.88888888888889,479.672131147541
pos18,Middle,8.5,243.03201263178974,12.231592797525243,1229,241.70967741935485,480.14864864864865
pos18,Middle,8.583333333333332,242.9053605521522,12.654110099043391,1183,241.9090909090909,479.40277777777777
pos18,Middle,8.666666666666666,242.9716939719305,12.464146297633885,1208,241.7321428571429,480.2439024390244
pos18,Middle,8.75,242.83250193252553,12.137058224031595,1192,241.67045454545453,480.2586206896552
