colony_id,x,y,frame,position,replicate,hours,x_um,y_um,x_bin,y_bin
1,747.6027397260274,152.0,11,pos10,rep1,0.9166666666666666,48.59417808219178,9.88,"(45.0, 50.0]","(5.0, 10.0]"
3,119.2280701754386,169.01754385964912,16,pos10,rep1,1.3333333333333333,7.74982456140351,10.986140350877193,"(5.0, 10.0]","(10.0, 15.0]"
10,440.6545454545454,25.70909090909091,20,pos10,rep1,1.6666666666666665,28.642545454545452,1.6710909090909092,"(25.0, 30.0]","(-0.001, 5.0]"
20,205.3793103448276,54.206896551724135,23,pos10,rep1,1.9166666666666665,13.349655172413794,3.523448275862069,"(10.0, 15.0]","(-0.001, 5.0]"
21,390.76056338028167,73.0774647887324,23,pos10,rep1,1.9166666666666665,25.39943661971831,4.7500352112676065,"(25.0, 30.0]","(-0.001, 5.0]"
49,47.70967741935484,168.67741935483872,25,pos10,rep1,2.083333333333333,3.101129032258065,10.964032258064517,"(-0.001, 5.0]","(10.0, 15.0]"
62,470.97777777777776,92.13333333333334,26,pos10,rep1,2.1666666666666665,30.613555555555557,5.988666666666667,"(30.0, 35.0]","(5.0, 10.0]"
63,422.5757575757576,99.42424242424242,26,pos10,rep1,2.1666666666666665,27.467424242424247,6.462575757575758,"(25.0, 30.0]","(5.0, 10.0]"
67,651.0,161.0,26,pos10,rep1,2.1666666666666665,42.315000000000005,10.465,"(40.0, 45.0]","(10.0, 15.0]"
80,196.41176470588235,277.3235294117647,26,pos10,rep1,2.1666666666666665,12.766764705882354,18.026029411764707,"(10.0, 15.0]","(15.0, 20.0]"
86,115.03047091412742,156.07202216066483,27,pos10,rep1,2.25,7.476980609418282,10.144681440443215,"(5.0, 10.0]","(10.0, 15.0]"
90,542.2,182.3,27,pos10,rep1,2.25,35.243,11.8495,"(35.0, 40.0]","(10.0, 15.0]"
95,361.24,209.72,27,pos10,rep1,2.25,23.480600000000003,13.6318,"(20.0, 25.0]","(10.0, 15.0]"
109,82.29824561403508,190.6140350877193,28,pos10,rep1,2.333333333333333,5.349385964912281,12.389912280701754,"(5.0, 10.0]","(10.0, 15.0]"
110,478.84375,215.890625,28,pos10,rep1,2.333333333333333,31.12484375,14.032890625,"(30.0, 35.0]","(10.0, 15.0]"
116,617.2409638554217,341.04819277108436,28,pos10,rep1,2.333333333333333,40.12066265060241,22.168132530120484,"(40.0, 45.0]","(20.0, 25.0]"
119,648.3414634146342,56.4390243902439,29,pos10,rep1,2.4166666666666665,42.142195121951225,3.6685365853658536,"(40.0, 45.0]","(-0.001, 5.0]"
120,11.819277108433734,78.92771084337349,29,pos10,rep1,2.4166666666666665,0.7682530120481927,5.130301204819277,"(-0.001, 5.0]","(5.0, 10.0]"
126,413.8690476190476,234.07142857142856,29,pos10,rep1,2.4166666666666665,26.901488095238093,15.214642857142856,"(25.0, 30.0]","(15.0, 20.0]"
137,272.6470588235294,53.5,30,pos10,rep1,2.5,17.722058823529412,3.4775,"(15.0, 20.0]","(-0.001, 5.0]"
138,453.7567567567568,123.4054054054054,30,pos10,rep1,2.5,29.494189189189193,8.02135135135135,"(25.0, 30.0]","(5.0, 10.0]"
139,203.07692307692307,155.64102564102564,30,pos10,rep1,2.5,13.2,10.116666666666667,"(10.0, 15.0]","(10.0, 15.0]"
153,683.6071428571429,22.392857142857142,31,pos10,rep1,2.583333333333333,44.43446428571429,1.4555357142857144,"(40.0, 45.0]","(-0.001, 5.0]"
155,433.04761904761904,213.92857142857144,31,pos10,rep1,2.583333333333333,28.148095238095237,13.905357142857145,"(25.0, 30.0]","(10.0, 15.0]"
161,741.0409356725146,289.0,31,pos10,rep1,2.583333333333333,48.16766081871345,18.785,"(45.0, 50.0]","(15.0, 20.0]"
165,477.4634146341463,177.08536585365854,32,pos10,rep1,2.6666666666666665,31.035121951219512,11.510548780487806,"(30.0, 35.0]","(10.0, 15.0]"
170,28.071428571428573,350.4155844155844,32,pos10,rep1,2.6666666666666665,1.8246428571428572,22.777012987012988,"(-0.001, 5.0]","(20.0, 25.0]"
172,168.85714285714286,84.10714285714286,33,pos10,rep1,2.75,10.975714285714286,5.466964285714286,"(10.0, 15.0]","(5.0, 10.0]"
203,376.1864406779661,313.35593220338984,35,pos10,rep1,2.9166666666666665,24.4521186440678,20.36813559322034,"(20.0, 25.0]","(20.0, 25.0]"
245,510.0681818181818,402.95454545454544,38,pos10,rep1,3.1666666666666665,33.15443181818182,26.192045454545454,"(30.0, 35.0]","(25.0, 30.0]"
278,12.715151515151517,185.65454545454543,41,pos10,rep1,3.4166666666666665,0.8264848484848486,12.067545454545453,"(-0.001, 5.0]","(10.0, 15.0]"
284,90.97560975609755,202.97560975609755,42,pos10,rep1,3.5,5.913414634146341,13.193414634146341,"(5.0, 10.0]","(10.0, 15.0]"
305,413.5038167938931,203.65648854961833,44,pos10,rep1,3.6666666666666665,26.877748091603053,13.237671755725192,"(25.0, 30.0]","(10.0, 15.0]"
331,648.7478632478633,65.05982905982906,47,pos10,rep1,3.9166666666666665,42.16861111111111,4.228888888888889,"(40.0, 45.0]","(-0.001, 5.0]"
